Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	CON1	CON2	CON3	CON4	CON5	BNF1	BNF2	BNF3	BNF4	BNF5	D3T1	D3T2	D3T3	D3T4	D3T5	OLT1	OLT2	OLT3	OLT4	OLT5
1391239_at	RGD1306926_predicted	Rn.100769	BF412928	similar to hypothetical protein FLJ22175 (predicted)=chr10q32.3	4.23796589	4.280618329	4.262615104	4.405108149	4.280618329	4.344478455	4.257811258	4.321638397	4.33221912	4.26011681	4.233068049	4.474986382	4.4298533	4.217840106	4.214967643	4.308490748	4.38860611	4.352626245	4.195821606	4.123948733
1385649_at	Itga5_mapped	Rn.100796	AI385193	integrin alpha 5 (mapped)=chr7q36	258.6162782	265.2247731	213.3761227	231.8279187	277.3694915	178.3491676	183.6347374	189.8621452	206.4248113	261.4984524	254.8147429	165.1980625	218.2305405	194.757879	214.654631	203.4218879	218.3257804	233.200648	219.0868903	200.5360164
1389215_at	Sephs1	Rn.100803	AI407424	selenophosphate synthetase 1=chr17q12.3	284.0192034	144.8640137	100.7607634	174.6743286	169.4621016	132.9250752	110.1943685	153.5628746	142.4022337	159.8578396	231.0897793	120.2993318	99.06560672	141.0662979	125.4485226	104.415591	132.8649507	110.5815838	189.7310545	272.836387
1372665_at	Psat1	Rn.100813	AI230228	phosphoserine aminotransferase 1=chr1q43	7.044956259	5.229819149	6.956226347	4.593376493	5.230859728	7.212487463	9.179277928	5.289269101	5.298160215	9.038507402	104.4585927	122.1797773	305.8910308	132.4093246	16.58531141	94.02466637	19.87670509	9.693671653	15.08817798	106.0838349
1395551_at	LOC685374	Rn.100818	BG671371	similar to ankyrin repeat domain 13c=chr2q45	130.3549305	74.62186297	54.29009988	77.43344088	64.16926231	63.12877644	50.89192907	67.55981989	78.23287577	99.07842982	114.7078926	69.23521816	60.996243	60.63138499	23.05801584	46.80604008	54.64118987	55.26770138	62.45230422	105.591979
1395552_s_at	LOC685374	Rn.100818	BG671371	similar to ankyrin repeat domain 13c=chr2q45	615.8693363	406.0258391	179.296589	520.3121365	474.2156622	516.884103	264.22839	427.8606974	513.4117248	480.493649	769.7419226	309.9357755	352.6347279	525.9955063	255.000298	184.1650082	243.8346724	115.841172	428.1527537	587.2208473
1371636_at	LOC685374	Rn.100818	BE104321	similar to ankyrin repeat domain 13c=chr2q45	752.0243271	525.9743038	426.2133756	536.8931578	530.61698	608.186855	406.9908574	463.0797983	532.5802504	679.1647068	646.8561202	553.1303692	751.0814739	589.299257	520.7139146	402.5264334	557.8475893	337.2711254	589.8671975	674.2565882
1382955_at	Gpr126_predicted	Rn.100820	BI284296	G protein-coupled receptor 126 (predicted)=chr1p13	15.70013898	16.83252873	16.69178741	17.11528944	16.82884619	16.94184135	16.93245699	17.67351761	16.93029881	16.19747446	18.97809891	17.81665961	17.47155894	16.0944384	16.57675745	23.78397583	18.7176641	20.98123376	16.05572927	16.34994882
1382080_at	RGD1307729_predicted	Rn.100827	AW523680	similar to KIAA0853 protein (predicted)=chr15q11	132.5282875	92.43974206	91.46548607	95.86180428	118.4666964	99.39745803	91.69517474	94.51188182	108.5934641	99.67001773	81.10861162	82.92689897	95.33816688	93.0323628	90.59719637	91.75741258	94.60039714	91.2109051	90.92323668	80.63212977
1379664_at	RGD1307729_predicted	Rn.100827	BF419602	similar to KIAA0853 protein (predicted)=chr15q11	8.235439744	7.925302102	15.39656059	8.001279924	7.879365414	7.99492633	7.826220706	7.947816368	7.869165906	7.410392816	7.710604582	8.534112176	9.391952409	7.068480855	9.943919471	8.30551139	8.355394947	8.101563787	7.652047318	7.018526205
1369799_at	Abat	Rn.10090	U29701	4-aminobutyrate aminotransferase=chr10q12	770.3436917	647.0651834	622.9359192	665.9272787	735.5989897	724.7233805	708.4531644	856.6922618	874.5776789	975.1470742	1467.72604	1195.915358	1315.394466	1266.514448	813.4392703	1096.868378	745.1457525	778.6930345	959.6271959	927.3004649
1375321_at	Abat	Rn.10090	BF393840	4-aminobutyrate aminotransferase=chr10q12	7.238556935	7.375666096	7.314288553	7.473529526	7.38646956	7.441697788	7.353924184	7.378348867	7.380077186	8.396424732	7.066501025	10.21341413	7.494133614	7.172029439	7.387905425	9.374683128	15.84431485	12.37821342	7.338660917	7.436387979
1369929_at	Kcmf1	Rn.100904	NM_013013	Potassium channel modulatory factor 1=chr4q33	2005.377145	1691.571308	1301.089779	1199.358688	1575.407485	1773.500252	2001.600195	1413.949942	1569.982932	1393.118428	1783.1045	1311.666867	1625.616415	1549.361542	1119.158007	924.3583983	910.5171557	797.9751674	1225.545932	1373.804833
1367646_at	Ctsb	Rn.100909	NM_022597	cathepsin B=chr15p12	5621.926434	4309.727869	4827.486067	4542.508882	5082.0062	4330.477419	4163.727219	4096.273559	4279.579847	4879.756623	4725.422398	4916.377702	5331.824468	5031.833221	6203.222252	5088.837896	5009.922845	4329.315993	4131.412736	5096.176962
1378197_at	KIFC2	Rn.100970	AW433953	kinesin family member C2=chr7q34	6.287981291	12.40871901	7.017633962	6.480588295	6.386071877	6.416372877	6.321461745	6.445932371	5.49002935	6.850889744	6.302961572	5.618862117	6.148388709	6.309318753	7.92942927	6.555287722	6.073143389	6.969785689	6.251128338	6.136886426
1395418_at	LOC606294 /// Aprin_predicted	Rn.100975 /// Rn.105768	BE110637	Hypothetical protein LOC606294 /// Androgen-induced proliferation inhibitor (predicted)=chr20q11 /// chr12p12	7.036985938	6.504926442	6.604207731	6.705397465	6.578112812	6.666956459	6.461549709	6.62033921	6.580731615	6.51154442	6.483297673	7.143716129	6.738443255	6.273332741	6.474902394	6.739862363	6.772542745	6.847517756	6.436298405	8.507087246
1369409_at	Nab1	Rn.10099	NM_022856	Ngfi-A binding protein 1=chr9q22	346.6927903	270.4512164	298.5665451	151.6842824	309.5344724	216.0698355	152.5347456	245.5561144	266.1322063	410.6894583	375.9080889	99.71741121	119.7858034	93.25045134	191.8897985	142.8995276	120.3416366	183.7861872	153.9871404	429.2279664
1393172_at	Nab1	Rn.10099	AA848648	Ngfi-A binding protein 1=chr9q22	953.67664	1070.746674	1384.082468	714.0736667	1225.944183	1104.211227	668.6004844	993.5400878	794.5410416	1504.468286	919.5381873	1375.261956	961.6928876	338.8177513	1475.068503	1129.405119	1024.670766	1376.84793	1070.090382	1040.774237
1376887_at	RGD1559144_predicted	Rn.100996	AI555799	similar to ZFP (predicted)=chr8q32	296.6143533	278.4999162	206.3505385	245.5418358	303.4871094	240.7024309	208.3364697	221.2624807	212.494653	222.5074347	175.5717873	143.5340365	208.4071831	247.7948216	154.2856795	143.4561945	130.2487534	154.0600997	199.6814937	170.4188202
1379461_at	RGD1559144_predicted	Rn.100996	BE120147	similar to ZFP (predicted)=chr8q32	76.21110657	42.72939645	42.30077798	42.65530201	49.70555526	42.28666452	40.88178695	42.94025478	42.96882847	42.41920789	46.53293881	43.5370519	50.41397548	41.56762077	41.91858474	37.10458613	43.02826027	34.63395809	41.13895981	41.74343297
1388417_at	Anapc5_predicted	Rn.101004	BI281876	anaphase-promoting complex subunit 5 (predicted)=chr12q16	1371.332594	1208.414772	1320.775501	1068.968355	1095.76739	1267.723744	1263.761119	1011.73314	1144.046415	1264.002131	1266.742902	1547.368216	1771.589775	1366.706043	1648.304982	1783.354798	1495.660407	1061.210669	1196.918579	1265.943322
1371249_at	Xbp1	Rn.101044 /// rn.101044	BF417262	X-box binding protein 1 /// X-box binding protein 1=chr14q21	2101.626439	2147.506675	2051.67325	2279.244486	2458.121003	2726.2788	2798.100101	2988.530456	3195.452574	3176.456375	2168.467116	2148.158098	2146.68867	2281.823931	2270.276767	2547.946624	2215.429834	2028.242151	2382.801604	2498.286383
1388477_at	LOC501281	Rn.101054	AI598440	similar to RAN binding protein 3 isoform RANBP3-b=---	205.0749343	149.9271476	167.0429966	151.3010388	156.5088321	146.4531368	149.2079718	131.5143542	150.2407488	165.2715018	136.9252343	152.6294829	150.7098327	148.0436516	175.0532882	155.6986403	207.4537916	150.6691014	147.1700996	149.8562412

